id,provstate,city,latitude,longitude,doubtterr,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,claimed,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,president_party,state_governor_party,date,Total Casualties
1613,Mississippi,Jackson,32.29869,-90.180489,FALSE,FALSE,Facility/Infrastructure Attack,Journalists & Media,United States,NA,FALSE,Firearms,0,0,0,0,0,0,Republican,Democrat,12/19/1981,0
1614,Georgia,Metter,32.397265,-82.061054,TRUE,TRUE,Hostage Taking (Barricade Incident),Business,United States,May 19 Communist Order,FALSE,Firearms,0,0,0,0,0,0,Republican,Democrat,12/21/1981,0
1615,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Government (Diplomatic),Soviet Union,Jewish Defense League (JDL),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,12/24/1981,0
1616,Mississippi,Jackson,32.29869,-90.180489,FALSE,TRUE,Facility/Infrastructure Attack,Journalists & Media,United States,Ku Klux Klan,FALSE,Firearms,0,0,0,0,0,0,Republican,Democrat,1/16/1982,0
1617,Illinois,Granite City,38.702155,-90.148129,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,1/23/1982,0
1618,Colorado,Boulder,40.014986,-105.270546,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,1/23/1982,0
1619,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Assassination,Government (Diplomatic),Turkey,Justice Commandos for the Armenian Genocide,FALSE,Firearms,1,0,0,0,0,0,Republican,Democrat,1/28/1982,1
1620,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Bombing/Explosion,Business,Soviet Union,Jewish Defense League (JDL),FALSE,Explosives,0,0,0,0,0,0,Republican,NA,2/18/1982,0
1623,Florida,Miami,25.774591,-80.214195,FALSE,FALSE,Facility/Infrastructure Attack,Business,United States,Omega-7,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,2/21/1982,0
1624,Florida,MIami,25.774591,-80.214195,FALSE,TRUE,Armed Assault,Business,United States,Omega-7,FALSE,Firearms,0,0,0,0,0,0,Republican,Democrat,2/21/1982,0
1625,Puerto Rico,Rio Piedras,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Educational Institution,Puerto Rico,Antonia Martinez Student Commandos (AMSC),TRUE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,2/21/1982,0
1626,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,United States,Fuerzas Armadas de Liberacion Nacional (FALN),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,2/28/1982,0
1627,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,United States,Fuerzas Armadas de Liberacion Nacional (FALN),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,2/28/1982,0
1628,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,United States,Fuerzas Armadas de Liberacion Nacional (FALN),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,2/28/1982,0
1629,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,United States,Fuerzas Armadas de Liberacion Nacional (FALN),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,2/28/1982,0
1630,Massachusetts,Cambridge,42.36679,-71.106019,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Turkey,Justice Commandos for the Armenian Genocide,FALSE,Explosives,0,0,0,0,0,0,Republican,NA,3/22/1982,0
1632,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Facility/Infrastructure Attack,Business,Lebanon,Jewish Defense League (JDL),FALSE,Incendiary,1,0,0,8,0,0,Republican,Democrat,4/5/1982,9
1633,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,Germany,Jewish Defense League (JDL),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/28/1982,0
1634,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Iraq,Jewish Defense League (JDL),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,4/28/1982,0
1635,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,FALSE,Bombing/Explosion,Government (General),Puerto Rico,Provisional Coordinating Committee for the Defense of Labor,FALSE,NA,0,0,0,0,0,0,Republican,New Progressive Party,4/30/1982,0
1636,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Utilities,Puerto Rico,Provisional Coordinating Committee for the Defense of Labor,FALSE,NA,0,0,0,0,0,0,Republican,New Progressive Party,4/30/1982,0
1637,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Government (General),Puerto Rico,Provisional Coordinating Committee for the Defense of Labor,FALSE,NA,0,0,0,0,0,0,Republican,New Progressive Party,4/30/1982,0
1638,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Government (General),Puerto Rico,Provisional Coordinating Committee for the Defense of Labor,FALSE,NA,0,0,0,0,0,0,Republican,New Progressive Party,4/30/1982,0
1640,Massachusetts,Somerville,42.386675,-71.098264,FALSE,TRUE,Assassination,Government (Diplomatic),Turkey,Justice Commandos for the Armenian Genocide,FALSE,Firearms,1,0,0,0,0,0,Republican,NA,5/4/1982,1
1641,Tennessee,Nashville,36.167783,-86.778365,FALSE,TRUE,Bombing/Explosion,Educational Institution,United States,Anti-Technology extremists,FALSE,Explosives,1,0,0,1,1,0,Republican,Republican,5/5/1982,2
1642,Puerto Rico,San Juan,18.386932,-66.061127,TRUE,TRUE,Assassination,Military,United States,Macheteros,FALSE,Firearms,1,1,0,3,3,0,Republican,New Progressive Party,5/16/1982,4
1643,New Jersey,Union City,40.769142,-74.031174,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Omega-7,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/17/1982,0
1644,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Assassination,Police,Puerto Rico,Macheteros,FALSE,Firearms,1,0,0,2,0,0,Republican,New Progressive Party,5/18/1982,3
1646,Puerto Rico,Ponce,18.011091,-66.614182,FALSE,FALSE,Bombing/Explosion,Business,United States,Macheteros,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,5/19/1982,0
1647,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,FALSE,Bombing/Explosion,Business,Puerto Rico,Macheteros,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,5/20/1982,0
1648,Connecticut,Stamford,41.05182,-73.542234,FALSE,TRUE,Assassination,Religious Figures/Institutions,United States,Iranians,FALSE,Melee,1,1,0,0,0,0,Republican,Democrat,5/22/1982,1
1649,Puerto Rico,San German,18.081305,-67.041644,FALSE,TRUE,Hostage Taking (Kidnapping),Military,Puerto Rico,Grupo Estrella,FALSE,Firearms,0,0,0,1,1,0,Republican,New Progressive Party,5/25/1982,1
1651,California,Northridge,34.097866,-118.407379,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Jewish Extremists,TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/27/1982,0
1652,Florida,St. Petersburg,27.771185,-82.639319,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Army of God,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/29/1982,0
1653,Florida,Clearwater,27.9656,-82.799764,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Army of God,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/29/1982,0
1654,California,Los Angeles,34.097866,-118.407379,FALSE,FALSE,Bombing/Explosion,Airports & Aircraft,Canada,Armenian Secret Army for the Liberation of Armenia,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,5/30/1982,0
1655,Virginia,Falls Church,38.88549,-77.173624,FALSE,TRUE,Bombing/Explosion,Abortion Related,United States,Army of God,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,6/6/1982,0
1656,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Assassination,Private Citizens & Property,Puerto Rico,Revolutionary Labor Commandos,FALSE,Incendiary,0,0,0,0,0,0,Republican,New Progressive Party,6/10/1982,0
1657,Puerto Rico,Carolina,18.380782,-65.957387,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,Puerto Rico,Armed Forces of Popular Resistance (FARP),FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,6/10/1982,0
1659,California,Berkeley,37.874043,-122.280022,FALSE,TRUE,Bombing/Explosion,Educational Institution,United States,Anti-Technology extremists,FALSE,Explosives,0,0,0,1,0,0,Republican,Democrat,7/2/1982,1
1660,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Airports & Aircraft,Yugoslavia,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,7/4/1982,0
1662,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Lebanon,Jewish Defense League (JDL),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,7/5/1982,0
1663,New York,New York City,40.697132,-73.931351,NA,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Croatian Nationalists,FALSE,Explosives,0,0,0,1,0,0,Republican,Democrat,7/5/1982,1
1664,New York,New York City,40.697132,-73.931351,NA,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Croatian Nationalists,FALSE,Explosives,0,0,0,1,0,0,Republican,Democrat,7/5/1982,1
1665,New York,New York City,40.697132,-73.931351,NA,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Croatian Nationalists,FALSE,Explosives,0,0,0,1,0,0,Republican,Democrat,7/5/1982,1
1666,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),France,Jewish Defense League (JDL),TRUE,Explosives,0,0,0,0,0,0,Republican,Democrat,7/5/1982,0
1667,Arizona,Phoenix,33.44826,-112.075774,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Jordan,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,7/8/1982,0
1668,Texas,Houston,29.813822,-95.365295,FALSE,TRUE,Assassination,Journalists & Media,Vietnam,Vietnamese Organization to Exterminate Communists and Restore the Nation,TRUE,Firearms,1,0,0,0,0,0,Republican,Republican,8/2/1982,1
1669,Hawaii,Honolulu,21.306944,-157.858333,FALSE,TRUE,Bombing/Explosion,Airports & Aircraft,United States,May 15 Organization for the Liberation of Palestine,FALSE,Explosives,1,0,0,15,0,0,Republican,Democrat,8/11/1982,16
1670,Illinois,Edwardsville,38.813372,-89.956805,FALSE,TRUE,Hostage Taking (Kidnapping),Abortion Related,United States,Army of God,TRUE,Firearms,0,0,0,0,0,0,Republican,Republican,8/13/1982,0
1671,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Government (General),Puerto Rico,Fuerzas Armadas de Liberacion Nacional (FALN),TRUE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,8/20/1982,0
1672,Arizona,Tempe,33.42551,-111.937419,FALSE,TRUE,Bombing/Explosion,Religious Figures/Institutions,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,9/1/1982,0
1673,Puerto Rico,Naranjito,18.435364,-66.813658,FALSE,FALSE,Armed Assault,Business,Puerto Rico,Macheteros,FALSE,Firearms,0,0,0,0,0,0,Republican,New Progressive Party,9/1/1982,0
1674,Florida,Miami,25.774591,-80.214195,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Venezuela,Omega-7,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,9/2/1982,0
1675,Illinois,Chicago,41.842602,-87.681229,FALSE,TRUE,Bombing/Explosion,Business,United States,Omega-7,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,9/8/1982,0
1676,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,United States,Fuerzas Armadas de Liberacion Nacional (FALN),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,9/20/1982,0
1677,Florida,Miami,25.774591,-80.214195,FALSE,FALSE,Bombing/Explosion,Government (Diplomatic),Nicaragua,Omega-7,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,9/25/1982,0
1678,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Terrorists/Non-State Militia,United States,NA,TRUE,Explosives,0,0,0,0,0,0,Republican,Democrat,10/8/1982,0
1679,Pennsylvania,Philadelphia,40.008171,-75.13549,FALSE,FALSE,Assassination,Government (Diplomatic),Turkey,Justice Commandos for the Armenian Genocide,FALSE,NA,0,0,0,0,0,0,Republican,Republican,10/22/1982,0
1680,New Jersey,Cherry Hill,39.9275,-75.030549,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,10/26/1982,0
1681,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Facility/Infrastructure Attack,Business,Soviet Union,Jewish Defense League (JDL),FALSE,Other,0,0,0,0,0,0,Republican,Democrat,11/4/1982,0
1682,Puerto Rico,Carolina,18.380782,-65.957387,FALSE,TRUE,Hostage Taking (Barricade Incident),Business,Puerto Rico,Macheteros,FALSE,Firearms,1,1,0,0,0,0,Republican,New Progressive Party,11/16/1982,1
1683,Puerto Rico,Rio Piedras,18.386932,-66.061127,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Armed Commandos of Student Self Defense,FALSE,Incendiary,0,0,0,0,0,0,Republican,New Progressive Party,11/26/1982,0
1684,California,Northridge,34.097866,-118.407379,TRUE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Jewish Extremists,FALSE,Sabotage Equipment,0,0,0,0,0,0,Republican,Democrat,12/2/1982,0
1685,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Hostage Taking (Barricade Incident),Private Citizens & Property,United States,Anti-Nuclear extremists,FALSE,Explosives,1,1,1,0,0,0,Republican,NA,12/8/1982,1
1686,New York,Harrison,40.970073,-73.712231,FALSE,TRUE,Bombing/Explosion,Business,United States,United Freedom Front (UFF),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,12/16/1982,0
1687,New York,Elmont,40.700882,-73.712936,FALSE,TRUE,Bombing/Explosion,Business,South Africa,United Freedom Front (UFF),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,12/16/1982,0
1688,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Government (Diplomatic),Soviet Union,United Jewish Underground,TRUE,Explosives,0,0,0,0,0,0,Republican,Democrat,12/21/1982,0
1689,Virginia,McLean,38.933807,-77.177291,NA,TRUE,Unarmed Assault,Government (General),Libya,Libyan Students,FALSE,Melee,0,0,0,0,0,0,Republican,Democrat,12/22/1982,0
1690,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Fuerzas Armadas de Liberacion Nacional (FALN),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,12/31/1982,0
1691,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Police,United States,Fuerzas Armadas de Liberacion Nacional (FALN),FALSE,Explosives,0,0,0,1,0,0,Republican,Democrat,12/31/1982,1
1692,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Fuerzas Armadas de Liberacion Nacional (FALN),FALSE,Explosives,0,0,0,2,0,0,Republican,Democrat,12/31/1982,2
1693,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Fuerzas Armadas de Liberacion Nacional (FALN),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,12/31/1982,0
1694,Florida,Miami,25.774591,-80.214195,FALSE,TRUE,Bombing/Explosion,Business,United States,Omega-7,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,1/11/1983,0
1695,Florida,Miami,25.774591,-80.214195,FALSE,TRUE,Bombing/Explosion,Business,Cuba,Omega-7,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,1/11/1983,0
1696,Florida,Miami,25.774591,-80.214195,FALSE,FALSE,Bombing/Explosion,Journalists & Media,United States,Omega-7,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,1/11/1983,0
1698,California,Anaheim,33.83276,-117.915719,FALSE,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,NA,1/21/1983,0
1699,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (General),United States,May 19 Communist Order,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,1/28/1983,0
1700,North Dakota,Medina,46.89426,-99.299994,FALSE,TRUE,Armed Assault,Police,United States,Posse Comitatus,FALSE,Firearms,2,2,0,1,1,0,Republican,Republican,2/13/1983,3
1701,Texas,Killeen,31.116835,-97.727109,FALSE,TRUE,Hijacking,Airports & Aircraft,United States,Iranian extremists,FALSE,Firearms,0,0,0,0,0,0,Republican,Democrat,2/15/1983,0
1702,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Bombing/Explosion,Airports & Aircraft,Soviet Union,Omega-7,FALSE,Explosives,0,0,0,0,0,0,Republican,NA,2/17/1983,0
1704,Texas,San Antonio,29.406786,-98.481201,TRUE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,NA,TRUE,Explosives,0,0,0,0,0,0,Republican,Democrat,3/20/1983,0
1705,Texas,San Antonio,29.406786,-98.481201,TRUE,TRUE,Bombing/Explosion,Government (General),United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,3/20/1983,0
1706,District of Columbia,Washington,38.908642,-77.015381,NA,TRUE,Facility/Infrastructure Attack,Government (General),United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,NA,4/23/1983,0
1707,District of Columbia,Washington,38.908642,-77.015381,TRUE,TRUE,Bombing/Explosion,Military,United States,May 19 Communist Order,FALSE,Explosives,0,0,0,0,0,0,Republican,NA,4/26/1983,0
1708,Puerto Rico,Jayuya,18.220833,-66.590149,FALSE,FALSE,Hostage Taking (Barricade Incident),Business,Puerto Rico,Macheteros,FALSE,Firearms,0,0,0,0,0,0,Republican,New Progressive Party,4/29/1983,0
1709,New York,Hempstead,40.70991,-73.622794,FALSE,TRUE,Bombing/Explosion,Military,United States,United Freedom Front (UFF),TRUE,Explosives,0,0,0,0,0,0,Republican,Democrat,5/12/1983,0
1710,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Military,United States,United Freedom Front (UFF),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,5/13/1983,0
1711,Virginia,Norfolk,36.846825,-76.285069,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/26/1983,0
1713,Oregon,Summit,44.638056,-123.5775,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,6/5/1983,0
1715,Puerto Rico,Rio Piedras,18.386932,-66.061127,TRUE,TRUE,Hostage Taking (Barricade Incident),Business,Puerto Rico,Macheteros,FALSE,Firearms,1,1,0,0,0,0,Republican,New Progressive Party,7/15/1983,1
1716,Alabama,Montgomery,32.37578,-86.303036,TRUE,TRUE,Facility/Infrastructure Attack,NGO,United States,Ku Klux Klan,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,7/28/1983,0
1717,Oregon,Portland,45.511795,-122.675629,FALSE,TRUE,Bombing/Explosion,Business,India,Jamaat-al-Fuqra,FALSE,Explosives,0,0,0,2,1,1,Republican,Republican,7/29/1983,2
1718,Michigan,Detroit,42.331685,-83.047924,FALSE,FALSE,Assassination,Religious Figures/Institutions,United States,Jewish Defense League (JDL),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,8/8/1983,0
1719,Michigan,Canton,42.308649,-83.482158,FALSE,TRUE,Assassination,Religious Figures/Institutions,United States,Jewish Defense League (JDL),FALSE,NA,1,0,0,0,0,0,Republican,Democrat,8/8/1983,1
1720,Missouri,Springfield,37.208975,-93.291564,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,"Covenant, Sword and the Arm of the Lord (CSA)",FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,8/9/1983,0
1721,Michigan,Detroit,42.331685,-83.047924,TRUE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,NA,FALSE,Incendiary,2,2,2,0,0,0,Republican,Democrat,8/9/1983,2
1722,Indiana,Bloomington,39.163625,-86.482511,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,"Covenant, Sword and the Arm of the Lord (CSA)",FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,8/15/1983,0
1723,District of Columbia,Washington,38.908642,-77.015381,TRUE,TRUE,Bombing/Explosion,Military,United States,May 19 Communist Order,FALSE,Explosives,0,0,0,0,0,0,Republican,NA,8/18/1983,0
1724,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Military,United States,United Freedom Front (UFF),TRUE,Explosives,0,0,0,0,0,0,Republican,Democrat,8/21/1983,0
1725,District of Columbia,Washington,38.908642,-77.015381,NA,TRUE,Facility/Infrastructure Attack,Government (Diplomatic),Philippines,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,NA,8/27/1983,0
